frame,id,3d_x,3d_y,3d_z
188,1,8.392425577,2.064744915,12.21007971
189,1,8.458223018,2.092384263,12.25235615
190,1,8.519280541,2.14047576,12.28978902
191,1,8.580213016,2.188980164,12.32705338
192,1,8.631857738,2.225259872,12.41388882
193,1,8.683627222,2.261819862,12.50079455
194,1,8.735553192,2.298676024,12.58722229
195,1,8.788872441,2.465396783,12.64383943
196,1,8.842185696,2.632610648,12.69952111
197,1,8.954570503,2.722774691,12.73722975
198,1,9.066879698,2.813087377,12.77474014
199,1,9.17918388,2.903548262,12.8120578
200,1,9.291338095,2.994155139,12.84916861
201,1,9.403412888,3.084907559,12.88607818
202,1,9.385982187,3.255718312,12.95617714
203,1,9.368741848,3.427123473,13.02534618
204,1,9.351597975,3.599038972,13.09387582
205,1,9.334501432,3.77153513,13.16147129
206,1,9.317574844,3.94453118,13.2284412
207,1,9.327853717,4.066226278,13.28949422
208,1,9.338144433,4.188071247,13.35028351
209,1,9.348488748,4.310452404,13.41042467
210,1,9.347099229,4.429223455,13.4881945
211,1,9.345805411,4.548587918,13.56538763
212,1,9.329842354,4.677019377,13.58460277
213,1,9.31397822,4.805541041,13.60370008
214,1,9.29835753,4.934024496,13.6225706
215,1,9.282713515,5.062787739,13.64113001
216,1,9.267190802,5.191700247,13.65927117
217,1,9.25503957,5.308361535,13.72554278
218,1,9.243001393,5.425540322,13.7912909
219,1,9.230994187,5.542944286,13.85644119
220,1,9.219092886,5.66083155,13.92122515
221,1,9.207354695,5.77890662,13.98556093
222,1,9.184065592,5.844470694,14.01321595
223,1,9.160727883,5.910251866,14.04083686
224,1,9.137481436,5.975985486,14.0682039
225,1,9.114103173,6.041774731,14.09557196
226,1,9.090888999,6.107647097,14.12279789
227,1,9.105461871,6.172627932,14.17672725
228,1,9.120170564,6.237585379,14.23064916
229,1,9.134904928,6.302868281,14.28432723
230,1,9.149654357,6.36818335,14.33770112
231,1,9.16441822,6.4337947,14.39097643
232,1,9.211087852,6.470064426,14.38892731
233,1,9.257656402,6.506459645,14.38695701
234,1,9.304339677,6.542714432,14.38487035
235,1,9.350863523,6.57912321,14.38272071
236,1,9.397422825,6.615365419,14.38060506
237,1,9.311404404,6.630385601,14.41820708
238,1,9.22535757,6.64543637,14.45574339
239,1,9.139414065,6.660356392,14.4932607
240,1,9.053311526,6.675467771,14.53066488
241,1,8.967170762,6.690448533,14.5680472
242,1,9.028126217,6.629414631,14.51862677
243,1,9.089194146,6.568348835,14.46920126
244,1,9.150201827,6.507494013,14.41927869
245,1,9.211400278,6.446768588,14.36930261
246,1,9.272584256,6.386200827,14.31911775
247,1,9.259113034,6.266216172,14.3025973
248,1,9.245559727,6.146355057,14.28567491
249,1,9.231987156,6.026592133,14.26850374
250,1,9.218468829,5.90693,14.25109014
251,1,9.204927833,5.787367688,14.23341587
252,1,9.207790246,5.644096245,14.23201127
253,1,9.210769112,5.500667624,14.23043973
254,1,9.213826743,5.35743764,14.22846959
255,1,9.216920494,5.214024806,14.22648483
256,1,9.220093171,5.070815432,14.22409966
257,1,9.205700956,4.955598064,14.21162694
258,1,9.191321404,4.840439533,14.19896766
259,1,9.176870046,4.725307483,14.18626652
260,1,9.16251619,4.610269805,14.17323391
261,1,9.148175414,4.495294473,14.16001421
262,1,9.12595793,4.42082509,14.1339487
263,1,9.103693595,4.346450531,14.10772335
264,1,9.0815175,4.272137669,14.08150525
265,1,9.059367984,4.197920565,14.05513508
266,1,9.037256967,4.123834673,14.02845963
267,1,9.032961192,4.061150387,14.00805383
268,1,9.028654702,3.998368326,13.98759003
269,1,9.024347899,3.935650329,13.96702683
270,1,9.020028965,3.872960925,13.94651834
271,1,9.015782779,3.810336187,13.92591791
272,1,9.010928213,3.742686849,13.89136436
273,1,9.006163754,3.67527062,13.85678833
274,1,9.001417828,3.607962161,13.82206956
275,1,8.996692096,3.540637636,13.78709344
276,1,8.991900132,3.473384782,13.75212242
277,1,9.013967454,3.451853504,13.68256125
278,1,9.036070776,3.430482551,13.61275525
279,1,9.058115088,3.409074628,13.5429048
280,1,9.08026382,3.388072912,13.47303744
281,1,9.102437769,3.367071279,13.40296642
282,1,9.162116288,3.349742846,13.3727477
283,1,9.221851444,3.332504884,13.34236952
284,1,9.22517271,3.231474527,13.31003893
285,1,9.228496095,3.13061282,13.27746896
286,1,9.265094954,2.997916713,13.25570221
287,1,9.313001887,2.989366976,13.20460036
288,1,9.360939743,2.98088351,13.15341383
289,1,9.447924057,2.968054674,13.11572607
290,1,9.534973384,2.955323292,13.07797691
291,1,9.62192951,2.942651245,13.04033308
292,1,9.733884395,2.969840627,12.99534864
293,1,9.845621503,2.996999009,12.95038026
294,1,9.955864412,3.014512537,12.94372341
295,1,10.06622676,3.032105012,12.93674725
296,1,10.17651461,3.049461759,12.93009994
297,1,10.26002407,3.08266666,12.92365105
298,1,10.34339686,3.115700243,12.91721719
299,1,10.42693684,3.148878868,12.91073878
300,1,10.51026814,3.181886705,12.90426922
301,1,10.59347545,3.21503888,12.89776281
302,1,10.68225998,3.245542798,12.8848153
303,1,10.77105159,3.276219744,12.87183637
304,1,10.84534418,3.309972462,12.84620403
305,1,10.91970078,3.343692181,12.82057652
306,1,10.9939908,3.377573772,12.79477173
307,1,11.05899331,3.394891046,12.77228049
308,1,11.12409349,3.412206096,12.74978768
309,1,11.18722792,3.427686679,12.73482455
310,1,11.25040414,3.443322564,12.71983316
311,1,11.31339428,3.458799124,12.7048789
312,1,11.37537413,3.486879073,12.70167298
313,1,11.43737756,3.515079565,12.69871083
314,1,11.49928339,3.543385686,12.69544019
315,1,11.54245752,3.580334365,12.65552903
316,1,11.58557469,3.617387566,12.61562832
317,1,11.63912781,3.728372972,12.55955404
318,1,11.69238513,3.839106448,12.50363835
319,1,11.78858574,3.800064815,12.44402231
320,1,11.8848151,3.761164297,12.38423083
321,1,11.98571098,3.727627721,12.32342765
322,1,11.93421738,3.740188419,12.31092136
323,1,11.88282022,3.752747019,12.29841164
324,1,11.83137543,3.765301106,12.28590696
325,1,11.78003197,3.778009049,12.27336412
326,1,11.72863618,3.790556409,12.26086113
327,1,11.60709998,3.911860706,12.21367134
328,1,11.48597568,4.033134817,12.16656532
329,1,11.36525363,4.154070121,12.11959268
330,1,11.2449378,4.274819572,12.07272849
331,1,11.1250273,4.395381432,12.02598258
332,1,10.9972262,4.420333934,12.00164901
333,1,10.86954474,4.4451526,11.97736388
334,1,10.74206794,4.470147247,11.95304503
335,1,10.61464798,4.49516293,11.92873548
336,1,10.4873496,4.520044265,11.90445496
337,1,10.34471004,4.59934994,11.86031647
338,1,10.2024808,4.678373209,11.81626203
339,1,10.06059796,4.757269332,11.77227254
340,1,9.919070129,4.836189157,11.72829342
341,1,9.777810179,4.914826259,11.68440662
342,1,9.611685772,4.930892343,11.67407461
343,1,9.445663754,4.94699666,11.66371951
344,1,9.27980649,4.962982247,11.65335891
345,1,9.113993483,4.979155277,11.64292438
346,1,8.948287302,4.995365484,11.63246706
347,1,8.848994617,5.05975358,11.62513772
348,1,8.749871084,5.124304188,11.61756899
349,1,8.650871912,5.188644708,11.61012377
350,1,8.551949931,5.252962589,11.60262536
351,1,8.453198909,5.317436911,11.59487555
352,1,8.375366275,5.364855904,11.60555203
353,1,8.297688933,5.412456893,11.61611791
354,1,8.220017141,5.460094129,11.62662912
355,1,8.142478769,5.507609823,11.63710886
356,1,8.064888755,5.555316294,11.64750538
357,1,7.986950565,5.602793367,11.65023435
358,1,7.909125468,5.650064504,11.65324065
359,1,7.831352998,5.697564401,11.65588171
360,1,7.753663923,5.745074987,11.65847887
361,1,7.676087186,5.792379226,11.66135224
362,1,7.626965111,5.828224369,11.67152173
363,1,7.577982848,5.864022181,11.68193852
364,1,7.528958921,5.899832079,11.69230118
365,1,7.479977777,5.93568618,11.70247191
366,1,7.431081409,5.971526257,11.71274915
367,1,7.383628414,5.98758088,11.71008422
368,1,7.336071191,6.003790319,11.70737779
369,1,7.288674632,6.020000621,11.70466877
370,1,7.241286415,6.036059689,11.70198906
371,1,7.193849951,6.052246082,11.69942052
372,1,7.157241904,6.066212491,11.70755229
373,1,7.120657627,6.080467798,11.71574894
374,1,7.084142303,6.094463384,11.72386596
375,1,7.047651081,6.108747993,11.7320476
376,1,7.011088328,6.122767451,11.7401341
377,1,6.952890787,6.213219901,11.75687078
378,1,6.894820264,6.303735272,11.7734497
379,1,6.836875,6.394305926,11.78985758
380,1,6.77907446,6.484971851,11.80597755
381,1,6.721442012,6.575643338,11.8222348
382,1,6.598042552,6.629771023,11.78151878
383,1,6.47493643,6.683639574,11.74103916
384,1,6.352082818,6.737426151,11.70060981
385,1,6.229427327,6.791154428,11.6600802
386,1,6.1070943,6.844802915,11.61960958
387,1,6.088059262,6.978337452,11.55160041
388,1,6.069041903,7.111372135,11.48372594
389,1,6.050023099,7.243998357,11.41621903
390,1,6.031173953,7.37627707,11.34881449
391,1,6.012474898,7.508175253,11.2816378
392,1,5.996686521,7.66772305,11.20718614
393,1,5.913098583,7.824532393,11.17369254
394,1,5.765650868,7.998096162,11.07728347
395,1,5.73796148,8.167969593,10.94356572
396,1,5.710392138,8.336916976,10.81065063
397,1,5.719388513,8.541714564,10.69778493
398,1,5.728411506,8.745565632,10.5856959
399,1,5.737497071,8.948438671,10.47465624
400,1,5.746636245,9.150413947,10.36409832
401,1,5.755672437,9.351474082,10.25431406
402,1,5.771358917,9.59017454,10.15836957
403,1,5.786883397,9.827709505,10.06296321
404,1,5.80236266,10.06419165,9.968326373
405,1,5.817974052,10.29980853,9.874165582
406,1,5.833393484,10.5342446,9.780791606
407,1,5.733736566,10.75566003,9.651246429
408,1,5.634893558,10.97593221,9.52287348
409,1,5.568190545,11.19081197,9.401492628
410,1,5.501965821,11.4045156,9.280858277
411,1,5.436300232,11.61689267,9.161261061
412,1,5.412409187,11.82811563,9.05635881
413,1,5.388872228,12.03832298,8.952346441
414,1,5.365464678,12.24755048,8.848963871
415,1,5.342346357,12.4557855,8.746464427
416,1,5.31941362,12.66304883,8.644578188
417,1,5.303305165,12.90479356,8.532054778
418,1,5.287481815,13.14525536,8.420314393
419,1,5.271727833,13.3844297,8.309593196
420,1,5.256303996,13.62233935,8.199768189
421,1,5.241024104,13.85887687,8.090742598
422,1,5.164108666,14.11484124,7.95966649
423,1,5.088093916,14.36936604,7.829765939
424,1,4.971846205,14.57903154,7.702957405
425,1,4.85645456,14.78751749,7.576963567
426,1,4.800723585,14.95570236,7.4706224
427,1,4.805274948,15.15191449,7.364263179
428,1,4.809908711,15.34725121,7.258666844
429,1,4.814413887,15.54146698,7.153877206
430,1,4.819008986,15.73484031,7.049855092
431,1,4.823648827,15.9271041,6.946622471
432,1,4.815536933,16.09761981,6.85648562
433,1,4.807667935,16.26744952,6.76711553
434,1,4.79983407,16.43670078,6.678225383
435,1,4.792096511,16.60513256,6.59009382
436,1,4.784626913,16.77290386,6.50249795
437,1,4.781316551,16.90045057,6.433645992
438,1,4.777991344,17.02730931,6.36529586
439,1,4.774803383,17.15398623,6.297140018
440,1,4.771582293,17.28024279,6.229446661
441,1,4.768359837,17.40582422,6.162140052
442,1,4.764490716,17.52308551,6.108499928
443,1,4.760571476,17.63988694,6.055211466
444,1,4.75676112,17.75628764,6.002224271
445,1,4.75291525,17.87261726,5.949427754
446,1,4.749212079,17.98841685,5.896942491
447,1,4.742283401,18.08670491,5.847376354
448,1,4.735581167,18.18486716,5.797990191
449,1,4.728725426,18.28267277,5.74893319
450,1,4.721912944,18.38023939,5.700077155
451,1,4.715219194,18.47757772,5.651329507
452,1,4.705287105,18.55790775,5.611332005
453,1,4.695433574,18.63822795,5.571474815
454,1,4.685614644,18.71825341,5.531656874
455,1,4.675809705,18.79828027,5.492087957
456,1,4.666100631,18.87802397,5.452568446
457,1,4.681905252,19.01799809,5.396047699
458,1,4.69770531,19.15758344,5.339854098
459,1,4.713544565,19.2966719,5.284014895
460,1,4.729335458,19.43548839,5.228470779
461,1,4.745133794,19.57394485,5.1732674
462,1,4.761298906,19.71571421,5.075306209
463,1,4.777452169,19.8569619,4.978117574
464,1,4.79295154,19.9976758,4.884735023
465,1,4.80853305,20.13763164,4.791909359
466,1,4.823985428,20.27710417,4.69990603
467,1,4.854012967,20.40398318,4.644903582
468,1,4.883959108,20.53052121,4.590277584
469,1,4.882956314,20.66327552,4.550304789
470,1,4.882061098,20.7956536,4.510753027
471,1,4.881315434,20.92774076,4.471299426
472,1,4.890146936,21.03180551,4.408329303
473,1,4.898953954,21.13555261,4.345681227
474,1,4.9077843,21.23900161,4.283458711
475,1,4.91658948,21.34211069,4.221441573
476,1,4.925323103,21.44491931,4.159749206
477,1,4.941579393,21.53881634,4.106228361
478,1,4.957666528,21.63244624,4.052935066
479,1,4.973765651,21.72587443,4.000014138
480,1,4.989814876,21.81903424,3.947229371
481,1,5.005815408,21.91195557,3.894691665
482,1,5.01476189,21.99889071,3.844600325
483,1,5.023711129,22.08562065,3.794647962
484,1,5.032714046,22.17202465,3.745014563
485,1,5.04164461,22.25836189,3.695520758
486,1,5.050537256,22.34439729,3.646359177
487,1,5.066928919,22.47207178,3.580063764
488,1,5.083300461,22.59937382,3.514228626
489,1,5.099579137,22.72627224,3.448820327
490,1,5.115824482,22.85278325,3.383848005
491,1,5.132076037,22.97877813,3.319225285
492,1,5.151073796,23.13583158,3.242058111
493,1,5.16999288,23.29219418,3.165530151
494,1,5.188838205,23.44805218,3.089573066
495,1,5.207606199,23.60323463,3.014246313
496,1,5.226295657,23.75780442,2.939407418
497,1,5.252429971,23.87639999,2.879420032
498,1,5.278405755,23.99465596,2.819803268
499,1,5.304368765,24.11256694,2.760551066
500,1,5.311311742,24.23429402,2.699351728
501,1,5.318309577,24.35579361,2.638476992
502,1,5.321324775,24.45714145,2.585370671
503,1,5.324338249,24.55824892,2.532637781
504,1,5.32734048,24.6590476,2.480067842
505,1,5.32112805,24.76006015,2.41106092
506,1,5.31492631,24.86086215,2.342452016
507,1,5.310182581,24.96112034,2.302586276
508,1,5.305522042,25.06105971,2.262930178
509,1,5.300866551,25.16082546,2.223571768
510,1,5.296294951,25.26049362,2.184327476
511,1,5.291821575,25.35987242,2.145310599
512,1,5.319871313,25.42146557,2.087166011
513,1,5.320627854,25.49244117,2.050789711
514,1,5.321446196,25.56318744,2.014500469
515,1,5.322223725,25.63391766,1.978416428
516,1,5.323062884,25.70442003,1.942418682
517,1,5.31852287,25.77009398,1.911961481
518,1,5.314015751,25.83555294,1.881685196
519,1,5.309512328,25.90101218,1.8514283
520,1,5.305041571,25.96625753,1.821351022
521,1,5.300574533,26.03150354,1.791292958
522,1,5.289372557,26.08802077,1.760483812
523,1,5.27824813,26.14460003,1.729785623
524,1,5.261553504,26.19950485,1.697819942
525,1,5.244841102,26.25437284,1.665988152
526,1,5.225651022,26.28161063,1.636875432
527,1,5.225360356,26.33598418,1.622295145
528,1,5.224979662,26.39026844,1.607648258
529,1,5.224554252,26.44446479,1.593235008
530,1,5.224185498,26.49854979,1.578672197
531,1,5.223904201,26.55271059,1.564152596
532,1,5.205382416,26.57143893,1.521923118
533,1,5.18698924,26.59013988,1.479771441
534,1,5.168531467,26.60880754,1.43768857
535,1,5.150201932,26.62744805,1.395683176
536,1,5.131848005,26.6459648,1.353766914
537,1,5.021194151,26.57581197,1.306269625
538,1,4.910647071,26.50548076,1.258330153
539,1,4.904189111,26.57631476,1.223306264
540,1,4.897859881,26.64708908,1.188451111
541,1,4.912791886,26.75102636,1.156003564
542,1,4.941357051,26.78517809,1.130372085
543,1,4.969872307,26.81929693,1.104797748
544,1,4.998281314,26.85336715,1.079266701
545,1,5.026687148,26.88743418,1.053883464
546,1,5.055053167,26.9214556,1.028480354
547,1,4.993509438,26.9132224,0.996827783
548,1,4.932020902,26.90504257,0.965132671
549,1,4.87045583,26.89683441,0.933550286
550,1,4.809048431,26.8888009,0.902000878
551,1,4.747686846,26.88083352,0.870486284
552,1,4.694747161,26.79897207,0.82400541
553,1,4.641891009,26.71723823,0.777353705
554,1,4.58900657,26.63560058,0.730503852
555,1,4.536196432,26.55410613,0.683562939
556,1,4.483369835,26.4726978,0.636349057
557,1,4.329614279,26.37543592,0.605929068
558,1,4.175670518,26.278183,0.575348197
559,1,4.021423955,26.18103816,0.544730063
560,1,3.866955106,26.08399706,0.513937109
561,1,3.712243668,25.98708663,0.483128344
562,1,3.564780342,25.87139963,0.494386087
563,1,3.416814917,25.75572734,0.505809276
564,1,3.268348308,25.6400671,0.517397218
565,1,3.119381436,25.52441622,0.529149172
566,1,2.969915226,25.4087719,0.54106435
567,1,2.846300256,25.2332836,0.592932825
568,1,2.722035715,25.05731645,0.645364557
569,1,2.597035714,24.88089022,0.698383078
570,1,2.4713773,24.70396695,0.751967948
571,1,2.345035161,24.52665717,0.806125151
572,1,2.167067796,24.38931266,0.862376823
573,1,1.988213068,24.25181093,0.919121306
574,1,1.877940607,24.08925237,0.95123106
575,1,1.76739951,23.9263901,0.983616879
576,1,1.656483177,23.76314483,1.016310085
577,1,1.544753459,23.65037043,1.065768223
578,1,1.432622917,23.53733163,1.115576632
579,1,1.320016896,23.42401493,1.165804265
580,1,1.206899367,23.31031062,1.216303907
581,1,1.093324333,23.19638948,1.267105039
582,1,1.07179907,23.04313072,1.355102739
583,1,1.050027642,22.88903035,1.443790197
584,1,1.02817535,22.73417607,1.533158543
585,1,1.006235059,22.57871416,1.623243152
586,1,0.984132384,22.42235752,1.714014623
587,1,0.878170633,22.31325501,1.751622516
588,1,0.771986291,22.2039251,1.789365333
589,1,0.665298428,22.09434926,1.82730638
590,1,0.5295155,21.91141481,1.868008302
591,1,0.393107647,21.72793518,1.909020521
592,1,0.370555584,21.50919885,1.935996868
593,1,0.34820979,21.28995311,1.962963146
594,1,0.325987206,21.07018017,1.990250959
595,1,0.303983027,20.84974031,2.01750033
596,1,0.282081111,20.62889243,2.045077272
597,1,0.315548455,20.41281263,2.058072206
598,1,0.349594426,20.19632185,2.071184085
599,1,0.384179901,19.97938451,2.084012901
600,1,0.419293699,19.76202732,2.096946432
601,1,0.455014673,19.54424935,2.109611339
602,1,0.465637611,19.33033057,2.149802162
603,1,0.476514886,19.11577844,2.190257032
604,1,0.487687231,18.90054958,2.230939974
605,1,0.499154515,18.68458368,2.27191845
606,1,0.510945071,18.46804938,2.313120408
607,1,0.530103779,18.28547691,2.368510491
608,1,0.549368055,18.10213541,2.424163953
609,1,0.568903487,17.91823484,2.480251548
610,1,0.588606694,17.73357156,2.536624209
611,1,0.608585231,17.54834125,2.59343939
612,1,0.68187,17.35308196,2.688449833
613,1,0.755810864,17.15692108,2.784253604
614,1,0.830409623,16.95978641,2.880924731
615,1,0.905637365,16.76150255,2.978433673
616,1,0.98150192,16.56233179,3.076805342
617,1,0.951550367,16.35597849,3.174815697
618,1,0.921578463,16.14867461,3.273710827
619,1,0.972165711,15.96924399,3.391040806
620,1,1.103520578,15.77391112,3.470996978
621,1,1.235951925,15.57794732,3.551606928
622,1,1.319202544,15.39138358,3.640755025
623,1,1.402967028,15.20378449,3.73037969
624,1,1.459145362,15.0226294,3.812220129
625,1,1.51570975,14.84067407,3.894654993
626,1,1.572785432,14.65793539,3.977717452
627,1,1.606692196,14.51723977,4.058857264
628,1,1.640704415,14.3758684,4.140412264
629,1,1.675075889,14.23380969,4.222626742
630,1,1.70959861,14.09131192,4.305235197
631,1,1.744385118,13.9482198,4.388471106
632,1,1.775348381,13.82604799,4.442816581
633,1,1.806454585,13.70351173,4.49753145
634,1,1.837787328,13.58087957,4.552361395
