frame,id,3d_x,3d_y,3d_z
113,1,3.869854273,24.62911812,1.130886982
114,1,3.783063264,24.55379368,1.157245414
115,1,3.696077135,24.47845413,1.183630033
116,1,3.608834542,24.40290509,1.210219959
117,1,3.550351539,24.33385297,1.245809749
118,1,3.491707275,24.26468215,1.281550335
119,1,3.432831344,24.19538518,1.317510724
120,1,3.373862824,24.12597432,1.353554045
121,1,3.31473731,24.05655868,1.389824886
122,1,3.237603352,23.93095996,1.424225589
123,1,3.160099602,23.80523972,1.458940957
124,1,3.082418889,23.67928415,1.493904381
125,1,3.004426396,23.55295095,1.529095567
126,1,2.926187957,23.42651167,1.564548802
127,1,2.900463393,23.28844458,1.613284371
128,1,2.874743323,23.15001556,1.662370623
129,1,2.848984073,23.01123451,1.711819783
130,1,2.823198801,22.87212652,1.761658686
131,1,2.797359793,22.73263112,1.81183912
132,1,2.785939482,22.59003135,1.867007568
133,1,2.774437351,22.44708498,1.92244315
134,1,2.763062496,22.30359566,1.978276353
135,1,2.751558395,22.15962154,2.034453264
136,1,2.740053437,22.01521673,2.091029897
137,1,2.742855086,21.862741,2.164372441
138,1,2.745733855,21.70968239,2.238283516
139,1,2.74862972,21.55605282,2.312868493
140,1,2.751664675,21.40181096,2.387931133
141,1,2.754779049,21.24696886,2.463576463
142,1,2.768992115,21.12878514,2.537496155
143,1,2.783406125,21.01017168,2.611882538
144,1,2.797843363,20.89111309,2.686814054
145,1,2.812405394,20.77163744,2.762146942
146,1,2.827054419,20.65169343,2.837929423
147,1,2.823508672,20.52937202,2.891205877
148,1,2.819900314,20.40673673,2.944816209
149,1,2.81641946,20.28373766,2.998722571
150,1,2.812875807,20.16041938,3.052966315
151,1,2.809476563,20.03672983,3.107414527
152,1,2.834999169,19.93065042,3.193498992
153,1,2.860757308,19.82401267,3.279993488
154,1,2.886525546,19.71692943,3.367073928
155,1,2.912587758,19.60951011,3.454449277
156,1,2.93862689,19.50152408,3.542528075
157,1,2.958023207,19.3444939,3.621979335
158,1,2.977672852,19.18682706,3.701918196
159,1,2.997463585,19.02854185,3.782465573
160,1,3.017426953,18.86950353,3.86363088
161,1,3.037578296,18.70991941,3.945468507
162,1,3.05473291,18.60656436,4.022192734
163,1,3.071898305,18.50270156,4.099322728
164,1,3.0891955,18.39842525,4.176828301
165,1,3.106575069,18.29374335,4.25472144
166,1,3.124057428,18.18877288,4.332989606
167,1,3.121127191,18.08821988,4.407353287
168,1,3.118214492,17.98731742,4.481995292
169,1,3.115323036,17.88618305,4.557003323
170,1,3.112465065,17.78456299,4.632402015
171,1,3.109541363,17.68259409,4.708298968
172,1,3.107762979,17.58832921,4.765030002
173,1,3.1059583,17.49368175,4.822132075
174,1,3.104180085,17.39877519,4.879382967
175,1,3.102467365,17.30371605,4.936965955
176,1,3.100640879,17.20829076,4.994838578
177,1,3.107558008,17.13513053,5.040908847
178,1,3.114510286,17.06182389,5.087151367
179,1,3.121260034,16.98820826,5.133758524
180,1,3.128337085,16.91467756,5.180279865
181,1,3.135286863,16.84073,5.226985992
182,1,3.136905774,16.77218225,5.282066267
183,1,3.138465043,16.70335256,5.337364025
184,1,3.140110254,16.63446807,5.392827022
185,1,3.141732126,16.56528608,5.448607454
186,1,3.143350868,16.4960712,5.504464854
187,1,3.146760829,16.44484079,5.537987193
188,1,3.150148425,16.39366346,5.571578432
189,1,3.153600614,16.34239538,5.605240015
190,1,3.156990612,16.29093033,5.639007977
191,1,3.160391784,16.23938327,5.672855426
192,1,3.160681521,16.18360156,5.72012269
193,1,3.16092839,16.1277256,5.767543209
194,1,3.161206102,16.07183659,5.814940551
195,1,3.161415293,16.01582831,5.862579744
196,1,3.161794416,15.95956604,5.910249785
197,1,3.156974876,15.90356647,5.949024485
198,1,3.152209513,15.84747312,5.987905706
199,1,3.147490069,15.7912661,6.026873744
200,1,3.142690976,15.73495823,6.066055223
201,1,3.137955086,15.67854149,6.105214554
202,1,3.135759169,15.60356376,6.147898133
203,1,3.133580039,15.52822185,6.190562683
204,1,3.131417928,15.45285936,6.233459101
205,1,3.12932492,15.37734542,6.276489432
206,1,3.127183517,15.30167896,6.319650709
207,1,3.116525073,15.1982876,6.374266315
208,1,3.105906718,15.09461774,6.42910776
209,1,3.095238219,14.99081456,6.484171516
210,1,3.084640554,14.88650099,6.539536534
211,1,3.073997493,14.78214325,6.595064901
212,1,3.10178779,14.69312545,6.618852455
213,1,3.129744539,14.60421086,6.642727153
214,1,3.157830493,14.51491628,6.666567553
215,1,3.198787205,14.42053895,6.719232161
216,1,3.239993562,14.32594727,6.771984767
217,1,3.237695333,14.24487353,6.807093125
218,1,3.23539428,14.16378504,6.842528676
219,1,3.233171153,14.08243017,6.877848708
220,1,3.230853412,14.00105991,6.913243928
221,1,3.228642042,13.91941337,6.948765041
222,1,3.230924598,13.85355608,6.968279378
223,1,3.233201238,13.78748287,6.987833587
224,1,3.235582757,13.72148214,7.007413908
225,1,3.237965433,13.6552824,7.027053562
226,1,3.240267955,13.58914589,7.046704939
227,1,3.240791621,13.52471305,7.075758994
228,1,3.241230821,13.46002742,7.104865665
229,1,3.241766442,13.39540377,7.134041029
230,1,3.242225802,13.33066479,7.163383672
231,1,3.242689315,13.26570855,7.1926926
232,1,3.286134053,13.18217256,7.211379803
233,1,3.329756786,13.09843112,7.230246683
234,1,3.37353194,13.01461945,7.249141736
235,1,3.417439314,12.93089062,7.267931254
236,1,3.461532723,12.84693611,7.286744017
237,1,3.462674295,12.67763151,7.314532149
238,1,3.463882026,12.50816496,7.342339569
239,1,3.465175981,12.33826202,7.370204032
240,1,3.466635537,12.16804838,7.398094801
241,1,3.468285995,11.99767377,7.426007998
242,1,3.510430227,11.88532465,7.446433971
243,1,3.552757317,11.7729664,7.466847842
244,1,3.595298555,11.66030788,7.487127258
245,1,3.638023353,11.54764189,7.507393956
246,1,3.680889775,11.43480359,7.52777576
247,1,3.701350607,11.31430949,7.541187703
248,1,3.721907999,11.19373594,7.554463654
249,1,3.742683808,11.07318885,7.567688235
250,1,3.763580231,10.95240525,7.580915132
251,1,3.784597721,10.83150393,7.594246543
252,1,3.808508722,10.73841725,7.603979399
253,1,3.832369805,10.6452407,7.613926024
254,1,3.856514832,10.55207194,7.623626112
255,1,3.880672259,10.45880725,7.63353245
256,1,3.905070632,10.36569503,7.643175878
257,1,3.912465008,10.23131286,7.641992326
258,1,3.919995147,10.09690113,7.640678157
259,1,3.927591728,9.962429387,7.639184286
260,1,3.935193744,9.828035606,7.637642816
261,1,3.942928051,9.693474046,7.635826559
262,1,4.013027612,9.542049872,7.668915257
263,1,4.083615906,9.39042424,7.701966604
264,1,4.154508938,9.238406909,7.735241446
265,1,4.225911553,9.086329215,7.768454987
266,1,4.297639611,8.93400027,7.801869935
267,1,4.296537063,8.800552691,7.828515222
268,1,4.295435455,8.66695432,7.854940904
269,1,4.294387408,8.533101968,7.881658441
270,1,4.293385945,8.399070672,7.908279652
271,1,4.292346852,8.264831876,7.934926428
272,1,4.29804343,8.154575745,7.965790264
273,1,4.303684911,8.044294825,7.99671404
274,1,4.309449564,7.933843673,8.027715335
275,1,4.31525526,7.823087627,8.058825693
276,1,4.32113677,7.712306201,8.089998529
277,1,4.322043293,7.621222578,8.114078756
278,1,4.322902167,7.53001918,8.138195139
279,1,4.323747296,7.438987484,8.16231893
280,1,4.324641703,7.347554326,8.186528509
281,1,4.325554001,7.256005868,8.210784893
282,1,4.336909203,7.175778997,8.238158359
283,1,4.348205776,7.095160315,8.265630508
284,1,4.359578239,7.014719302,8.293116557
285,1,4.37099228,6.93417353,8.320664149
286,1,4.382280044,6.853249404,8.348337441
287,1,4.379002535,6.768162212,8.367556611
288,1,4.375666839,6.683107326,8.386928924
289,1,4.372374145,6.597686546,8.406390871
290,1,4.369063929,6.512346017,8.425710847
291,1,4.365745206,6.42688963,8.445200978
292,1,4.368697005,6.38016428,8.482253164
293,1,4.371609188,6.333403419,8.519242456
294,1,4.3745093,6.286542275,8.556440084
295,1,4.377520556,6.239788073,8.593552326
296,1,4.380370404,6.192781421,8.630877567
297,1,4.382429825,6.050778137,8.704248355
298,1,4.384537851,5.908335871,8.777817877
299,1,4.386743063,5.765417235,8.851720168
300,1,4.388840615,5.622033819,8.925980697
301,1,4.391015572,5.478136716,9.000720241
302,1,4.340697792,5.394512294,9.069623152
303,1,4.29032192,5.310797605,9.138705039
304,1,4.239644975,5.226818796,9.208141411
305,1,4.188892728,5.142499009,9.277684496
306,1,4.137991578,5.058058199,9.347560034
307,1,4.113351039,4.989206296,9.427242446
308,1,4.088783629,4.920156614,9.507148841
309,1,4.064083154,4.850913605,9.587285418
310,1,4.039251178,4.781467833,9.667634986
311,1,4.014492372,4.711822299,9.748210745
312,1,4.000165947,4.661530706,9.773318419
313,1,3.985827763,4.610972403,9.798792267
314,1,3.971530842,4.560578937,9.823982533
315,1,3.95724545,4.509944385,9.849375621
316,1,3.942891191,4.459400585,9.874767196
317,1,3.924681187,4.413724349,9.925292643
318,1,3.906461854,4.367999531,9.975761499
319,1,3.888124437,4.322141784,10.02643992
320,1,3.86991386,4.276243548,10.0770819
321,1,3.851580751,4.230229189,10.12796955
322,1,3.832339077,4.1762147,10.16886158
323,1,3.813044756,4.121971416,10.20987935
324,1,3.79391905,4.067862386,10.25065362
325,1,3.77451071,4.013588859,10.2917904
326,1,3.755190623,3.959076202,10.33303862
327,1,3.710247485,3.928879626,10.39791454
328,1,3.665220819,3.898613903,10.46302397
329,1,3.620158558,3.868335604,10.52803425
330,1,3.575086535,3.837869432,10.59315181
331,1,3.529905095,3.807508978,10.65829633
332,1,3.506760609,3.707260171,10.7411662
333,1,3.483505678,3.606750151,10.82419294
334,1,3.460308952,3.505887838,10.90765515
335,1,3.424323544,3.422302591,10.93056045
336,1,3.388346235,3.338638534,10.95348332
337,1,3.311333399,3.272136554,11.02522149
338,1,3.234297668,3.205625512,11.09709129
339,1,3.156940242,3.138839733,11.1689989
340,1,3.079465414,3.072010608,11.24119684
341,1,3.001787901,3.004856091,11.31357067
342,1,2.918621106,2.970859244,11.37193387
343,1,2.835235386,2.936752602,11.43047131
344,1,2.751837772,2.902683665,11.4887806
345,1,2.668265593,2.868478803,11.5474442
346,1,2.584521678,2.834244224,11.6059763
347,1,2.525823932,2.808116598,11.63392282
348,1,2.466960637,2.781880846,11.66159215
349,1,2.408039413,2.755850458,11.68951618
350,1,2.349093189,2.729489018,11.71753394
351,1,2.290095025,2.703335007,11.74521704
352,1,2.21073302,2.693208118,11.78308829
353,1,2.131449667,2.68318387,11.8206549
354,1,2.052052474,2.673287288,11.85832121
355,1,1.972520631,2.663257177,11.89601976
356,1,1.89309088,2.653242942,11.93371242
357,1,1.838220215,2.633113945,11.95807122
358,1,1.783381555,2.612974126,11.98244798
359,1,1.728453268,2.592737011,12.0071394
360,1,1.673488237,2.572728195,12.03150357
361,1,1.618533776,2.552541612,12.05590269
362,1,1.561775619,2.528669283,12.07486264
363,1,1.504979813,2.504782533,12.09383067
364,1,1.448146397,2.480881396,12.11280676
365,1,1.391203385,2.456971791,12.1317981
366,1,1.334365715,2.433046988,12.15080103
367,1,1.344613787,2.429576237,12.13961202
368,1,1.354960402,2.426275429,12.12839239
369,1,1.365190652,2.42277946,12.11734482
370,1,1.375545537,2.419494618,12.10611273
371,1,1.385810388,2.416056074,12.09489849
372,1,1.385738711,2.393570352,12.17233989
373,1,1.385613922,2.371089883,12.24983648
374,1,1.379491902,2.350990677,12.22899188
375,1,1.367538585,2.309206367,12.21255075
376,1,1.375628552,2.351438471,12.18583271
377,1,1.322699294,2.413794824,12.14542889
378,1,1.269879357,2.475946249,12.10515514
379,1,1.260413865,2.537546032,12.05072012
380,1,1.251035423,2.598881456,11.99637795
381,1,1.241695633,2.660115195,11.9421009
382,1,1.275236616,2.799989797,11.8757826
383,1,1.308590901,2.939454359,11.80988696
384,1,1.341834535,3.078379075,11.7442678
385,1,1.375038215,3.217136368,11.67874194
386,1,1.408127978,3.355483236,11.61362676
387,1,1.469914995,3.522763907,11.51907304
388,1,1.531350551,3.689613383,11.42483948
389,1,1.592620936,3.85562821,11.33125971
390,1,1.653612298,4.02121056,11.23798933
391,1,1.714300167,4.185978436,11.14538144
392,1,1.718331422,4.272987122,11.08193814
393,1,1.722246769,4.359946926,11.01867399
394,1,1.726210094,4.446536752,10.95562996
395,1,1.73024366,4.532909305,10.892773
396,1,1.734139269,4.61908369,10.8301255
397,1,1.772808578,4.722863103,10.78192119
398,1,1.811473519,4.826597867,10.73385968
399,1,1.849882721,4.929959009,10.6859518
400,1,1.888334484,5.033120087,10.63820975
401,1,1.926622455,5.136053426,10.59058123
402,1,1.956749818,5.212113147,10.53799171
403,1,1.986790539,5.287865516,10.48557216
404,1,2.01681297,5.363642421,10.43311694
405,1,2.046656797,5.439074977,10.38096359
406,1,2.076550901,5.514537767,10.32878561
407,1,2.107530939,5.598897196,10.28073564
408,1,2.1383494,5.682935838,10.23283026
409,1,2.169118544,5.766956571,10.1850199
410,1,2.199908094,5.850848087,10.13720356
411,1,2.230513524,5.934389581,10.08967273
412,1,2.267189278,6.067797828,10.00724976
413,1,2.303688689,6.20068897,9.925487413
414,1,2.340104778,6.333186291,9.843820156
415,1,2.376390254,6.465348284,9.762639512
416,1,2.412481979,6.596949931,9.681729427
417,1,2.520994869,6.698445345,9.613038323
418,1,2.629122911,6.799677138,9.544428241
419,1,2.736823295,6.900601386,9.476195239
420,1,2.84436194,7.001413406,9.408029053
421,1,2.951454013,7.101763621,9.340247289
422,1,3.010015835,7.225815156,9.278342136
423,1,3.068380965,7.349645559,9.216796805
424,1,3.12666432,7.472995679,9.155530158
425,1,3.184641128,7.596154983,9.0944813
426,1,3.242470832,7.718831947,9.033698221
427,1,3.297726393,7.81574343,8.98215316
428,1,3.352807776,7.912411711,8.930910938
429,1,3.407801552,8.008857241,8.879827494
430,1,3.462663207,8.105111427,8.828775913
431,1,3.517287254,8.201131646,8.778032872
432,1,3.550580326,8.258709488,8.743316744
433,1,3.583861427,8.316299963,8.70892422
434,1,3.617022398,8.373692988,8.674502274
435,1,3.650144553,8.431129531,8.640106631
436,1,3.68334088,8.488479837,8.60578436
437,1,3.724443568,8.556430215,8.565226119
438,1,3.765589038,8.62424893,8.524750417
439,1,3.806649844,8.69196015,8.484391415
440,1,3.847475164,8.759529933,8.444259918
441,1,3.88836304,8.826992053,8.404077848
442,1,3.94788941,8.954724927,8.361483508
443,1,4.007184975,9.082305898,8.319138811
444,1,4.066382625,9.209629996,8.2769572
445,1,4.125436146,9.336713576,8.234797073
446,1,4.184290251,9.463376101,8.19294364
447,1,4.294719028,9.601709041,8.128023103
448,1,4.404771402,9.739654301,8.063412498
449,1,4.514365205,9.877188195,7.999229818
450,1,4.623538122,10.01435212,7.935216469
451,1,4.732273215,10.15112787,7.871501195
452,1,4.786384032,10.26709354,7.810035961
453,1,4.840274857,10.38288986,7.748832147
454,1,4.894032558,10.49820966,7.687883919
455,1,4.947617398,10.61322053,7.627210344
456,1,5.001041243,10.72803668,7.566752211
457,1,5.039579399,10.82960056,7.51573052
458,1,5.078079171,10.93105304,7.464866197
459,1,5.116368375,11.03211919,7.41434386
460,1,5.154588705,11.13310266,7.363717581
461,1,5.192708553,11.2336862,7.313558841
462,1,5.222044977,11.31780383,7.289638785
463,1,5.251242685,11.40166387,7.265908337
464,1,5.280414509,11.48555753,7.242209253
465,1,5.309608799,11.569237,7.218471434
466,1,5.338681008,11.65279487,7.194900324
467,1,5.365717843,11.72814722,7.166218565
468,1,5.392643371,11.8033873,7.137599477
469,1,5.419505987,11.87838766,7.109074166
470,1,5.446385587,11.95328865,7.080630641
471,1,5.473201549,12.02823963,7.051983801
472,1,5.502850493,12.10978152,7.020715717
473,1,5.532465743,12.19122354,6.989290767
474,1,5.562015969,12.27253833,6.957952935
475,1,5.591441728,12.35373251,6.926709362
476,1,5.620926083,12.43480008,6.895554922
477,1,5.635065718,12.52395419,6.863974168
478,1,5.649117418,12.61273004,6.83228993
479,1,5.663125774,12.70146934,6.800913937
480,1,5.677195436,12.7900828,6.769378872
481,1,5.691132211,12.87840347,6.738199169
482,1,5.716191324,12.9930012,6.685731396
483,1,5.741241875,13.10731358,6.633618341
484,1,5.766278696,13.22108974,6.581644451
485,1,5.791152878,13.33484016,6.529970405
486,1,5.815985652,13.4483249,6.4784019
487,1,5.794963194,13.54630172,6.433574876
488,1,5.773904082,13.64406025,6.388733087
489,1,5.780671325,13.73585484,6.349803245
490,1,5.787370544,13.82747669,6.311132129
491,1,5.794146288,13.91893224,6.27247159
492,1,5.835477528,14.04728908,6.20792534
493,1,5.87660882,14.17537503,6.143564251
494,1,5.91766497,14.30304419,6.079764176
495,1,5.958581819,14.36931963,6.026137483
496,1,5.999497132,14.43542577,5.972788664
497,1,6.10387577,14.6166755,5.865063719
498,1,6.207579992,14.79712884,5.758266386
499,1,6.310613094,14.97655375,5.652200426
500,1,6.412924973,15.15520642,5.547058855
501,1,6.514630934,15.33284171,5.442631893
502,1,6.592668625,15.4684346,5.339516032
503,1,6.670355637,15.60350667,5.237048968
504,1,6.747545156,15.73779917,5.1352403
505,1,6.824375858,15.87145614,5.034088479
506,1,6.900673629,16.00447635,4.933577652
507,1,6.986282215,16.12984218,4.861364802
508,1,7.071446331,16.25488257,4.789538033
509,1,7.156275822,16.37936902,4.718036177
510,1,7.240640305,16.50340922,4.647040459
511,1,7.324686342,16.62702498,4.576351529
512,1,7.40213779,16.71228094,4.524450258
513,1,7.479458951,16.7973207,4.472651203
514,1,7.556422796,16.88226491,4.421043112
515,1,7.633120702,16.96686995,4.369655359
516,1,7.709618816,17.05125325,4.318466366
517,1,7.772568693,17.1558566,4.234322896
518,1,7.83528028,17.26003685,4.150618415
519,1,7.897701738,17.36380312,4.067357644
520,1,7.959834645,17.46715845,3.984538371
521,1,8.021627843,17.5701118,3.902165294
522,1,8.115605191,17.6730906,3.814122399
523,1,8.209128178,17.77561798,3.726643043
524,1,8.302171046,17.87781061,3.639496225
525,1,8.394823314,17.97944336,3.552824252
526,1,8.486987046,18.08075856,3.466702757
527,1,8.614074971,18.20991602,3.384581667
528,1,8.740523904,18.33856379,3.303117174
529,1,8.866297649,18.46669823,3.222093556
530,1,8.991381441,18.59432689,3.141712555
531,1,9.115745888,18.72145573,3.061774815
532,1,9.159359308,18.83939625,2.986674145
533,1,9.202834931,18.95701501,2.911934442
534,1,9.245989978,19.07419595,2.837653906
535,1,9.289034507,19.19094575,2.763933325
536,1,9.3317701,19.30726246,2.690566918
537,1,9.437089967,19.38553559,2.635362166
538,1,9.54199314,19.46370372,2.58038681
539,1,9.646565225,19.54152585,2.525644183
540,1,9.750665921,19.61923995,2.471121814
541,1,9.854495736,19.69661527,2.416838043
542,1,9.905549374,19.7149563,2.350986114
543,1,9.95654867,19.73333512,2.285209471
544,1,10.0074295,19.75152666,2.219528381
545,1,10.05814972,19.7696509,2.153941063
546,1,10.10881582,19.78781303,2.088429148
547,1,10.11075062,19.85117579,2.038910123
548,1,10.1127298,19.91438225,1.98956466
549,1,10.11465405,19.97754765,1.940384437
550,1,10.11657351,20.04045794,1.891401682
551,1,10.11848751,20.10332376,1.842577345
552,1,10.18246673,20.12938544,1.785645494
553,1,10.24636925,20.15548264,1.728712201
554,1,10.31008303,20.1815168,1.671891558
555,1,10.37370013,20.20736606,1.61517715
556,1,10.43707957,20.23326227,1.558562881
557,1,10.48940671,20.26144116,1.493898928
558,1,10.5415486,20.28952298,1.429358549
559,1,10.59356824,20.31750606,1.364852709
560,1,10.64544603,20.34540848,1.300668791
561,1,10.69720229,20.37321292,1.23651882
562,1,10.7503774,20.37200485,1.173735126
563,1,10.80336394,20.37089642,1.111061699
564,1,10.8563647,20.36977447,1.048505252
565,1,10.90928921,20.36851009,0.985780988
566,1,10.96212911,20.36734487,0.923169394
567,1,11.01846556,20.43202476,0.886638415
568,1,11.07469652,20.49659478,0.850166544
569,1,11.13080344,20.56106143,0.813932118
570,1,11.18669602,20.62542659,0.777850097
571,1,11.24247262,20.6895661,0.741817564
572,1,11.35474507,20.70866072,0.720146659
573,1,11.46691386,20.72759612,0.698657887
574,1,11.5789099,20.74646212,0.676980736
575,1,11.69070987,20.76527406,0.655387863
576,1,11.80248589,20.78412994,0.633695772
577,1,11.85131545,20.88131147,0.6384295
578,1,11.90002971,20.97846551,0.643317606
579,1,11.9487548,21.0756713,0.647982703
580,1,11.99732318,21.17272593,0.65261972
581,1,12.04573025,21.26985309,0.657307921
582,1,12.13918425,21.36559383,0.677171201
583,1,12.23249519,21.46145125,0.696844442
584,1,12.32555256,21.55722432,0.716523922
585,1,12.4185199,21.65311018,0.736015324
586,1,12.51118143,21.74901599,0.75550193
587,1,12.63569596,21.87780947,0.771356485
588,1,12.75979194,22.0065926,0.787121217
589,1,12.88336765,22.13536169,0.802791592
590,1,13.00662143,22.264119,0.818456911
591,1,13.12946032,22.39295083,0.833927883
592,1,13.25659088,22.55310841,0.854316708
593,1,13.38315512,22.71329063,0.874565215
594,1,13.50915198,22.87348973,0.894668539
595,1,13.63458047,23.03369783,0.914621758
596,1,13.75943972,23.19390689,0.934419901
597,1,13.84090853,23.39884072,0.945096357
598,1,13.92183815,23.60350487,0.955523335
599,1,14.00227743,23.80814965,0.965958969
600,1,14.08223322,24.01251484,0.976142836
601,1,14.16170585,24.2168138,0.986067967
602,1,14.30819301,24.32535214,0.987988537
603,1,14.45420985,24.43363061,0.989572271
604,1,14.5997881,24.54133168,0.990904955
605,1,14.68325034,24.72112907,0.988598681
606,1,14.76608791,24.90085917,0.986292571
607,1,14.85524308,25.04962904,0.985731103
608,1,14.94395396,25.1981149,0.984978739
609,1,15.03221367,25.34658953,0.984362644
610,1,15.12003113,25.49477394,0.983551738
611,1,15.2073996,25.64294212,0.982870077
612,1,15.28320502,25.75136455,0.979934749
613,1,15.35885544,25.85979767,0.976993434
614,1,15.4341219,25.96802773,0.974050472
615,1,15.50909927,26.07615845,0.971101664
616,1,15.58382913,26.18419054,0.968145466
617,1,15.66104399,26.32541539,0.972934444
618,1,15.73799545,26.46650926,0.977698174
619,1,15.81453208,26.60755282,0.982269725
620,1,15.89076918,26.74834876,0.986813709
621,1,15.96659605,26.88897997,0.991165235
622,1,16.03089677,26.99699802,1.006678475
623,1,16.09494949,27.10503113,1.022156819
624,1,16.15884887,27.21305572,1.037519448
625,1,16.22240643,27.32105865,1.052686847
626,1,16.28571648,27.42905019,1.067736636
627,1,16.31963158,27.54295819,1.074873133
628,1,16.35338471,27.65693259,1.081932812
629,1,16.38696859,27.77075077,1.088847079
630,1,16.4203749,27.88466019,1.095762868
631,1,16.45361241,27.99842769,1.102609802
632,1,16.56317896,28.03014299,1.109857845
633,1,16.67263857,28.06183511,1.117145454
634,1,16.78202951,28.0934709,1.12432001
